Area,Item,Year,Yield,avg_temp,Pesticides,avg_precipitation
Iraq,Soybeans,2007,9187,23.92,1062.61,216
Iraq,Soybeans,2007,9187,20.12,1062.61,216
Iraq,Wheat,2007,14031,23.92,1062.61,216
Iraq,Wheat,2007,14031,20.12,1062.61,216
Iraq,Maize,2008,23492,24.09,1245.94,216
Iraq,Maize,2008,23492,20.46,1245.94,216
Iraq,Potatoes,2008,105689,24.09,1245.94,216
Iraq,Potatoes,2008,105689,20.46,1245.94,216
Iraq,"Rice, paddy",2008,29281,24.09,1245.94,216
Iraq,"Rice, paddy",2008,29281,20.46,1245.94,216
Iraq,Sorghum,2008,9791,24.09,1245.94,216
Iraq,Sorghum,2008,9791,20.46,1245.94,216
Iraq,Soybeans,2008,9016,24.09,1245.94,216
Iraq,Soybeans,2008,9016,20.46,1245.94,216
Iraq,Wheat,2008,13678,24.09,1245.94,216
Iraq,Wheat,2008,13678,20.46,1245.94,216
Iraq,Maize,2009,20878,23.87,1429.27,216
Iraq,Maize,2009,20878,20.26,1429.27,216
Iraq,Potatoes,2009,113307,23.87,1429.27,216
Iraq,Potatoes,2009,113307,20.26,1429.27,216
Iraq,"Rice, paddy",2009,31511,23.87,1429.27,216
Iraq,"Rice, paddy",2009,31511,20.26,1429.27,216
Iraq,Sorghum,2009,14279,23.87,1429.27,216
Iraq,Sorghum,2009,14279,20.26,1429.27,216
Iraq,Soybeans,2009,8846,23.87,1429.27,216
Iraq,Soybeans,2009,8846,20.26,1429.27,216
Iraq,Wheat,2009,18756,23.87,1429.27,216
Iraq,Wheat,2009,18756,20.26,1429.27,216
Iraq,Maize,2010,23586,25.49,1612.61,216
Iraq,Maize,2010,23586,21.97,1612.61,216
Iraq,Potatoes,2010,157177,25.49,1612.61,216
Iraq,Potatoes,2010,157177,21.97,1612.61,216
Iraq,"Rice, paddy",2010,32482,25.49,1612.61,216
Iraq,"Rice, paddy",2010,32482,21.97,1612.61,216
Iraq,Sorghum,2010,29960,25.49,1612.61,216
Iraq,Sorghum,2010,29960,21.97,1612.61,216
Iraq,Soybeans,2010,8675,25.49,1612.61,216
Iraq,Soybeans,2010,8675,21.97,1612.61,216
Iraq,Wheat,2010,19872,25.49,1612.61,216
Iraq,Wheat,2010,19872,21.97,1612.61,216
Iraq,Maize,2011,26077,23.44,1795.94,216
Iraq,Maize,2011,26077,19.78,1795.94,216
Iraq,Potatoes,2011,137820,23.44,1795.94,216
Iraq,Potatoes,2011,137820,19.78,1795.94,216
Iraq,"Rice, paddy",2011,35762,23.44,1795.94,216
Iraq,"Rice, paddy",2011,35762,19.78,1795.94,216
Iraq,Sorghum,2011,31873,23.44,1795.94,216
Iraq,Sorghum,2011,31873,19.78,1795.94,216
Iraq,Soybeans,2011,8504,23.44,1795.94,216
Iraq,Soybeans,2011,8504,19.78,1795.94,216
Iraq,Wheat,2011,19552,23.44,1795.94,216
Iraq,Wheat,2011,19552,19.78,1795.94,216
Iraq,Maize,2012,33444,24.34,1979.27,216
Iraq,Maize,2012,33444,20.7,1979.27,216
Iraq,Potatoes,2012,134713,24.34,1979.27,216
Iraq,Potatoes,2012,134713,20.7,1979.27,216
Iraq,"Rice, paddy",2012,45468,24.34,1979.27,216
Iraq,"Rice, paddy",2012,45468,20.7,1979.27,216
Iraq,Sorghum,2012,7314,24.34,1979.27,216
Iraq,Sorghum,2012,7314,20.7,1979.27,216
Iraq,Soybeans,2012,8334,24.34,1979.27,216
Iraq,Soybeans,2012,8334,20.7,1979.27,216
Iraq,Wheat,2012,24181,24.34,1979.27,216
Iraq,Wheat,2012,24181,20.7,1979.27,216
Iraq,Maize,2013,42214,25.14,2162.6,216
Iraq,Maize,2013,42214,21.77,2162.6,216
Iraq,Potatoes,2013,170599,25.14,2162.6,216
Iraq,Potatoes,2013,170599,21.77,2162.6,216
Iraq,"Rice, paddy",2013,47162,25.14,2162.6,216
Iraq,"Rice, paddy",2013,47162,21.77,2162.6,216
Iraq,Sorghum,2013,19215,25.14,2162.6,216
Iraq,Sorghum,2013,19215,21.77,2162.6,216
Iraq,Soybeans,2013,8163,25.14,2162.6,216
Iraq,Soybeans,2013,8163,21.77,2162.6,216
Iraq,Wheat,2013,23068,25.14,2162.6,216
Iraq,Wheat,2013,23068,21.77,2162.6,216
Ireland,Potatoes,1990,248971,9.59,2014.0,1118
Ireland,Wheat,1990,85307,9.59,2014.0,1118
Ireland,Potatoes,1991,278537,9.07,2014.0,1118
Ireland,Wheat,1991,78646,9.07,2014.0,1118
Ireland,Potatoes,1992,288688,9.07,2014.0,1118
Ireland,Wheat,1992,78808,9.07,2014.0,1118
Ireland,Potatoes,1993,263426,8.85,2014.0,1118
Ireland,Wheat,1993,68056,8.85,2014.0,1118
Ireland,Potatoes,1994,300000,9.13,2014.0,1118
Ireland,Wheat,1994,77193,9.13,2014.0,1118
Ireland,Potatoes,1995,275893,9.75,2152.0,1118
Ireland,Wheat,1995,82461,9.75,2152.0,1118
Ireland,Potatoes,1996,301646,8.85,1577.0,1118
Ireland,Wheat,1996,89965,8.85,1577.0,1118
Ireland,Potatoes,1997,259341,9.95,2201.0,1118
Ireland,Wheat,1997,77210,9.95,2201.0,1118
Ireland,Potatoes,1998,260541,9.71,2257.0,1118
Ireland,Wheat,1998,80310,9.71,2257.0,1118
Ireland,Potatoes,1999,319429,9.75,1930.0,1118
Ireland,Wheat,1999,87665,9.75,1930.0,1118
Ireland,Potatoes,2000,336889,9.43,1942.21,1118
Ireland,Wheat,2000,94538,9.43,1942.21,1118
Ireland,Potatoes,2001,333986,9.27,2333.67,1118
Ireland,Wheat,2001,90601,9.27,2333.67,1118
Ireland,Potatoes,2002,336753,9.75,2614.27,1118
Ireland,Wheat,2002,84440,9.75,2614.27,1118
Ireland,Potatoes,2004,415188,9.77,2978.49,1118
Ireland,Wheat,2004,99241,9.77,2978.49,1118
Ireland,Potatoes,2005,346780,9.91,2624.89,1118
Ireland,Wheat,2005,84317,9.91,2624.89,1118
Ireland,Potatoes,2006,332957,10.0,2766.64,1118
Ireland,Wheat,2006,91543,10.0,2766.64,1118
Ireland,Potatoes,2007,341026,10.11,3083.02,1118
Ireland,Wheat,2007,84626,10.11,3083.02,1118
Ireland,Potatoes,2008,307946,9.42,2790.17,1118
Ireland,Wheat,2008,89684,9.42,2790.17,1118
Ireland,Potatoes,2009,275492,9.47,2268.1,1118
Ireland,Wheat,2009,81669,9.47,2268.1,1118
Ireland,Potatoes,2010,343934,8.38,2529.2,1118
Ireland,Wheat,2010,86015,8.38,2529.2,1118
Ireland,Potatoes,2011,342404,9.76,3664.3,1118
Ireland,Wheat,2011,98641,9.76,3664.3,1118
Ireland,Potatoes,2012,257778,9.28,2925.1,1118
Ireland,Wheat,2012,72235,9.28,2925.1,1118
Ireland,Potatoes,2013,383271,9.28,2950.8,1118
Ireland,Wheat,2013,89983,9.28,2950.8,1118
Italy,Maize,1990,76375,7.97,100596.4,832
Italy,Maize,1990,76375,12.83,100596.4,832
Italy,Potatoes,1990,191624,7.97,100596.4,832
Italy,Potatoes,1990,191624,12.83,100596.4,832
Italy,"Rice, paddy",1990,60278,7.97,100596.4,832
Italy,"Rice, paddy",1990,60278,12.83,100596.4,832
Italy,Sorghum,1990,48234,7.97,100596.4,832
Italy,Sorghum,1990,48234,12.83,100596.4,832
Italy,Soybeans,1990,33588,7.97,100596.4,832
Italy,Soybeans,1990,33588,12.83,100596.4,832
Italy,Sweet potatoes,1990,214829,7.97,100596.4,832
Italy,Sweet potatoes,1990,214829,12.83,100596.4,832
Italy,Wheat,1990,29243,7.97,100596.4,832
Italy,Wheat,1990,29243,12.83,100596.4,832
Italy,Maize,1991,72624,7.28,88916.6,832
Italy,Maize,1991,72624,12.05,88916.6,832
Italy,Potatoes,1991,200113,7.28,88916.6,832
Italy,Potatoes,1991,200113,12.05,88916.6,832
Italy,"Rice, paddy",1991,60274,7.28,88916.6,832
Italy,"Rice, paddy",1991,60274,12.05,88916.6,832
Italy,Sorghum,1991,55089,7.28,88916.6,832
Italy,Sorghum,1991,55089,12.05,88916.6,832
Italy,Soybeans,1991,36828,7.28,88916.6,832
Italy,Soybeans,1991,36828,12.05,88916.6,832
Italy,Sweet potatoes,1991,214905,7.28,88916.6,832
Italy,Sweet potatoes,1991,214905,12.05,88916.6,832
Italy,Wheat,1991,35094,7.28,88916.6,832
Italy,Wheat,1991,35094,12.05,88916.6,832
Italy,Maize,1992,86597,7.76,88227.6,832
Italy,Maize,1992,86597,12.89,88227.6,832
Italy,Potatoes,1992,226592,7.76,88227.6,832
Italy,Potatoes,1992,226592,12.89,88227.6,832
Italy,"Rice, paddy",1992,58758,7.76,88227.6,832
Italy,"Rice, paddy",1992,58758,12.89,88227.6,832
Italy,Sorghum,1992,59232,7.76,88227.6,832
Italy,Sorghum,1992,59232,12.89,88227.6,832
Italy,Soybeans,1992,31316,7.76,88227.6,832
Italy,Soybeans,1992,31316,12.89,88227.6,832
Italy,Sweet potatoes,1992,235174,7.76,88227.6,832
Italy,Sweet potatoes,1992,235174,12.89,88227.6,832
Italy,Wheat,1992,35506,7.76,88227.6,832
Italy,Wheat,1992,35506,12.89,88227.6,832
Italy,Maize,1993,86612,7.43,89282.2,832
Italy,Maize,1993,86612,12.71,89282.2,832
Italy,Potatoes,1993,224567,7.43,89282.2,832
Italy,Potatoes,1993,224567,12.71,89282.2,832
Italy,"Rice, paddy",1993,56317,7.43,89282.2,832
Italy,"Rice, paddy",1993,56317,12.71,89282.2,832
Italy,Sorghum,1993,59684,7.43,89282.2,832
Italy,Sorghum,1993,59684,12.71,89282.2,832
Italy,Soybeans,1993,31552,7.43,89282.2,832
Italy,Soybeans,1993,31552,12.71,89282.2,832
Italy,Sweet potatoes,1993,242578,7.43,89282.2,832
Italy,Sweet potatoes,1993,242578,12.71,89282.2,832
Italy,Wheat,1993,35533,7.43,89282.2,832
Italy,Wheat,1993,35533,12.71,89282.2,832
Italy,Maize,1994,82235,8.39,81217.6,832
Italy,Maize,1994,82235,13.53,81217.6,832
Italy,Potatoes,1994,233775,8.39,81217.6,832
Italy,Potatoes,1994,233775,13.53,81217.6,832
Italy,"Rice, paddy",1994,57661,8.39,81217.6,832
Italy,"Rice, paddy",1994,57661,13.53,81217.6,832
Italy,Sorghum,1994,59924,8.39,81217.6,832
Italy,Sorghum,1994,59924,13.53,81217.6,832
Italy,Soybeans,1994,33501,8.39,81217.6,832
Italy,Soybeans,1994,33501,13.53,81217.6,832
Italy,Sweet potatoes,1994,237708,8.39,81217.6,832
Italy,Sweet potatoes,1994,237708,13.53,81217.6,832
Italy,Wheat,1994,34796,8.39,81217.6,832
Italy,Wheat,1994,34796,13.53,81217.6,832
Italy,Maize,1995,89695,7.43,84153.0,832
Italy,Maize,1995,89695,12.47,84153.0,832
Italy,Potatoes,1995,232893,7.43,84153.0,832
Italy,Potatoes,1995,232893,12.47,84153.0,832
Italy,"Rice, paddy",1995,55206,7.43,84153.0,832
Italy,"Rice, paddy",1995,55206,12.47,84153.0,832
Italy,Sorghum,1995,62412,7.43,84153.0,832
Italy,Sorghum,1995,62412,12.47,84153.0,832
Italy,Soybeans,1995,37525,7.43,84153.0,832
Italy,Soybeans,1995,37525,12.47,84153.0,832
Italy,Sweet potatoes,1995,239079,7.43,84153.0,832
Italy,Sweet potatoes,1995,239079,12.47,84153.0,832
Italy,Wheat,1995,32013,7.43,84153.0,832
Italy,Wheat,1995,32013,12.47,84153.0,832
Italy,Maize,1996,93328,7.06,74617.2,832
Italy,Maize,1996,93328,12.28,74617.2,832
Italy,Potatoes,1996,224667,7.06,74617.2,832
Italy,Potatoes,1996,224667,12.28,74617.2,832
Italy,"Rice, paddy",1996,58122,7.06,74617.2,832
Italy,"Rice, paddy",1996,58122,12.28,74617.2,832
Italy,Sorghum,1996,58388,7.06,74617.2,832
Italy,Sorghum,1996,58388,12.28,74617.2,832
Italy,Soybeans,1996,36951,7.06,74617.2,832
Italy,Soybeans,1996,36951,12.28,74617.2,832
Italy,Sweet potatoes,1996,221667,7.06,74617.2,832
Italy,Sweet potatoes,1996,221667,12.28,74617.2,832
Italy,Wheat,1996,33170,7.06,74617.2,832
Italy,Wheat,1996,33170,12.28,74617.2,832
Italy,Maize,1997,96270,8.18,84799.0,832
Italy,Maize,1997,96270,13.13,84799.0,832
Italy,Potatoes,1997,222609,8.18,84799.0,832
Italy,Potatoes,1997,222609,13.13,84799.0,832
Italy,"Rice, paddy",1997,61950,8.18,84799.0,832
Italy,"Rice, paddy",1997,61950,13.13,84799.0,832
Italy,Sorghum,1997,57487,8.18,84799.0,832
Italy,Sorghum,1997,57487,13.13,84799.0,832
Italy,Soybeans,1997,38018,8.18,84799.0,832
Italy,Soybeans,1997,38018,13.13,84799.0,832
Italy,Sweet potatoes,1997,199328,8.18,84799.0,832
Italy,Sweet potatoes,1997,199328,13.13,84799.0,832
Italy,Wheat,1997,28563,8.18,84799.0,832
Italy,Wheat,1997,28563,13.13,84799.0,832
Italy,Maize,1998,93217,7.77,84117.0,832
Italy,Maize,1998,93217,12.96,84117.0,832
Italy,Potatoes,1998,243418,7.77,84117.0,832
Italy,Potatoes,1998,243418,12.96,84117.0,832
Italy,"Rice, paddy",1998,62573,7.77,84117.0,832
Italy,"Rice, paddy",1998,62573,12.96,84117.0,832
Italy,Sorghum,1998,55463,7.77,84117.0,832
Italy,Sorghum,1998,55463,12.96,84117.0,832
Italy,Soybeans,1998,35040,7.77,84117.0,832
Italy,Soybeans,1998,35040,12.96,84117.0,832
Italy,Sweet potatoes,1998,171429,7.77,84117.0,832
Italy,Sweet potatoes,1998,171429,12.96,84117.0,832
Italy,Wheat,1998,35818,7.77,84117.0,832
Italy,Wheat,1998,35818,12.96,84117.0,832
Italy,Maize,1999,97444,7.64,81583.0,832
Italy,Maize,1999,97444,12.95,81583.0,832
Italy,Potatoes,1999,241843,7.64,81583.0,832
Italy,Potatoes,1999,241843,12.95,81583.0,832
Italy,"Rice, paddy",1999,64635,7.64,81583.0,832
Italy,"Rice, paddy",1999,64635,12.95,81583.0,832
Italy,Sorghum,1999,64309,7.64,81583.0,832
Italy,Sorghum,1999,64309,12.95,81583.0,832
Italy,Soybeans,1999,35329,7.64,81583.0,832
Italy,Soybeans,1999,35329,12.95,81583.0,832
Italy,Sweet potatoes,1999,80243,7.64,81583.0,832
Italy,Sweet potatoes,1999,80243,12.95,81583.0,832
Italy,Wheat,1999,32434,7.64,81583.0,832
Italy,Wheat,1999,32434,12.95,81583.0,832
Italy,Maize,2000,95277,8.13,79447.0,832
Italy,Maize,2000,95277,13.42,79447.0,832
Italy,Potatoes,2000,250695,8.13,79447.0,832
Italy,Potatoes,2000,250695,13.42,79447.0,832
Italy,"Rice, paddy",2000,55810,8.13,79447.0,832
Italy,"Rice, paddy",2000,55810,13.42,79447.0,832
Italy,Sorghum,2000,63445,8.13,79447.0,832
Italy,Sorghum,2000,63445,13.42,79447.0,832
Italy,Soybeans,2000,35761,8.13,79447.0,832
Italy,Soybeans,2000,35761,13.42,79447.0,832
Italy,Sweet potatoes,2000,114353,8.13,79447.0,832
Italy,Sweet potatoes,2000,114353,13.42,79447.0,832
Italy,Wheat,2000,32133,8.13,79447.0,832
Italy,Wheat,2000,32133,13.42,79447.0,832
Italy,Maize,2001,95135,7.83,75978.0,832
Italy,Maize,2001,95135,13.23,75978.0,832
Italy,Potatoes,2001,250910,7.83,75978.0,832
Italy,Potatoes,2001,250910,13.23,75978.0,832
Italy,"Rice, paddy",2001,58494,7.83,75978.0,832
Italy,"Rice, paddy",2001,58494,13.23,75978.0,832
Italy,Sorghum,2001,62045,7.83,75978.0,832
Italy,Sorghum,2001,62045,13.23,75978.0,832
Italy,Soybeans,2001,38122,7.83,75978.0,832
Italy,Soybeans,2001,38122,13.23,75978.0,832
Italy,Sweet potatoes,2001,115008,7.83,75978.0,832
Italy,Sweet potatoes,2001,115008,13.23,75978.0,832
Italy,Wheat,2001,28013,7.83,75978.0,832
Italy,Wheat,2001,28013,13.23,75978.0,832
Italy,Maize,2002,94918,8.15,94211.0,832
Italy,Maize,2002,94918,13.14,94211.0,832
Italy,Potatoes,2002,240997,8.15,94211.0,832
Italy,Potatoes,2002,240997,13.14,94211.0,832
Italy,"Rice, paddy",2002,62700,8.15,94211.0,832
Italy,"Rice, paddy",2002,62700,13.14,94211.0,832
Italy,Sorghum,2002,63110,8.15,94211.0,832
Italy,Sorghum,2002,63110,13.14,94211.0,832
Italy,Soybeans,2002,38613,8.15,94211.0,832
Italy,Soybeans,2002,38613,13.14,94211.0,832
Italy,Sweet potatoes,2002,113661,8.15,94211.0,832
Italy,Sweet potatoes,2002,113661,13.14,94211.0,832
Italy,Wheat,2002,31247,8.15,94211.0,832
Italy,Wheat,2002,31247,13.14,94211.0,832
Italy,Maize,2004,94975,7.74,83810.0,832
Italy,Maize,2004,94975,12.75,83810.0,832
Italy,Potatoes,2004,251485,7.74,83810.0,832
Italy,Potatoes,2004,251485,12.75,83810.0,832
Italy,"Rice, paddy",2004,66317,7.74,83810.0,832
Italy,"Rice, paddy",2004,66317,12.75,83810.0,832
Italy,Sorghum,2004,62847,7.74,83810.0,832
Italy,Sorghum,2004,62847,12.75,83810.0,832
Italy,Soybeans,2004,34458,7.74,83810.0,832
Italy,Soybeans,2004,34458,12.75,83810.0,832
Italy,Sweet potatoes,2004,159900,7.74,83810.0,832
Italy,Sweet potatoes,2004,159900,12.75,83810.0,832
Italy,Wheat,2004,36698,7.74,83810.0,832
Italy,Wheat,2004,36698,12.75,83810.0,832
Italy,Maize,2005,93678,7.33,84647.0,832
Italy,Maize,2005,93678,12.16,84647.0,832
Italy,Potatoes,2005,250819,7.33,84647.0,832
Italy,Potatoes,2005,250819,12.16,84647.0,832
Italy,"Rice, paddy",2005,63074,7.33,84647.0,832
Italy,"Rice, paddy",2005,63074,12.16,84647.0,832
Italy,Sorghum,2005,58558,7.33,84647.0,832
Italy,Sorghum,2005,58558,12.16,84647.0,832
Italy,Soybeans,2005,36303,7.33,84647.0,832
Italy,Soybeans,2005,36303,12.16,84647.0,832
Italy,Sweet potatoes,2005,141516,7.33,84647.0,832
Italy,Sweet potatoes,2005,141516,12.16,84647.0,832
Italy,Wheat,2005,36352,7.33,84647.0,832
Italy,Wheat,2005,36352,12.16,84647.0,832
Italy,Maize,2006,87285,8.15,74349.0,832
Italy,Maize,2006,87285,12.87,74349.0,832
Italy,Potatoes,2006,246070,8.15,74349.0,832
Italy,Potatoes,2006,246070,12.87,74349.0,832
Italy,"Rice, paddy",2006,62772,8.15,74349.0,832
Italy,"Rice, paddy",2006,62772,12.87,74349.0,832
Italy,Sorghum,2006,57296,8.15,74349.0,832
Italy,Sorghum,2006,57296,12.87,74349.0,832
Italy,Soybeans,2006,30987,8.15,74349.0,832
Italy,Soybeans,2006,30987,12.87,74349.0,832
Italy,Sweet potatoes,2006,144453,8.15,74349.0,832
Italy,Sweet potatoes,2006,144453,12.87,74349.0,832
Italy,Wheat,2006,37295,8.15,74349.0,832
Italy,Wheat,2006,37295,12.87,74349.0,832
Italy,Maize,2007,93120,8.4,80454.0,832
Italy,Maize,2007,93120,13.32,80454.0,832
Italy,Potatoes,2007,256304,8.4,80454.0,832
Italy,Potatoes,2007,256304,13.32,80454.0,832
Italy,"Rice, paddy",2007,66240,8.4,80454.0,832
Italy,"Rice, paddy",2007,66240,13.32,80454.0,832
Italy,Sorghum,2007,56759,8.4,80454.0,832
Italy,Sorghum,2007,56759,13.32,80454.0,832
Italy,Soybeans,2007,31342,8.4,80454.0,832
Italy,Soybeans,2007,31342,13.32,80454.0,832
Italy,Sweet potatoes,2007,185605,8.4,80454.0,832
Italy,Sweet potatoes,2007,185605,13.32,80454.0,832
Italy,Wheat,2007,34137,8.4,80454.0,832
Italy,Wheat,2007,34137,13.32,80454.0,832
Italy,Maize,2008,95726,7.91,79643.0,832
Italy,Maize,2008,95726,13.01,79643.0,832
Italy,Potatoes,2008,227242,7.91,79643.0,832
Italy,Potatoes,2008,227242,13.01,79643.0,832
Italy,"Rice, paddy",2008,61949,7.91,79643.0,832
Italy,"Rice, paddy",2008,61949,13.01,79643.0,832
Italy,Sorghum,2008,57960,7.91,79643.0,832
Italy,Sorghum,2008,57960,13.01,79643.0,832
Italy,Soybeans,2008,32121,7.91,79643.0,832
Italy,Soybeans,2008,32121,13.01,79643.0,832
Italy,Sweet potatoes,2008,200936,7.91,79643.0,832
Italy,Sweet potatoes,2008,200936,13.01,79643.0,832
Italy,Wheat,2008,38689,7.91,79643.0,832
Italy,Wheat,2008,38689,13.01,79643.0,832
Italy,Maize,2009,86048,8.11,74172.0,832
Italy,Maize,2009,86048,13.28,74172.0,832
Italy,Potatoes,2009,248352,8.11,74172.0,832
Italy,Potatoes,2009,248352,13.28,74172.0,832
Italy,"Rice, paddy",2009,67941,8.11,74172.0,832
Italy,"Rice, paddy",2009,67941,13.28,74172.0,832
Italy,Sorghum,2009,61003,8.11,74172.0,832
Italy,Sorghum,2009,61003,13.28,74172.0,832
Italy,Soybeans,2009,34759,8.11,74172.0,832
Italy,Soybeans,2009,34759,13.28,74172.0,832
Italy,Sweet potatoes,2009,177016,8.11,74172.0,832
Italy,Sweet potatoes,2009,177016,13.28,74172.0,832
Italy,Wheat,2009,35859,8.11,74172.0,832
Italy,Wheat,2009,35859,13.28,74172.0,832
Italy,Maize,2010,91672,7.05,71613.0,832
Italy,Maize,2010,91672,12.63,71613.0,832
Italy,Potatoes,2010,249684,7.05,71613.0,832
Italy,Potatoes,2010,249684,12.63,71613.0,832
Italy,"Rice, paddy",2010,61219,7.05,71613.0,832
Italy,"Rice, paddy",2010,61219,12.63,71613.0,832
Italy,Sorghum,2010,66683,7.05,71613.0,832
Italy,Sorghum,2010,66683,12.63,71613.0,832
Italy,Soybeans,2010,34639,7.05,71613.0,832
Italy,Soybeans,2010,34639,12.63,71613.0,832
Italy,Sweet potatoes,2010,189956,7.05,71613.0,832
Italy,Sweet potatoes,2010,189956,12.63,71613.0,832
Italy,Wheat,2010,37421,7.05,71613.0,832
Italy,Wheat,2010,37421,12.63,71613.0,832
Italy,Maize,2011,98033,8.68,70690.0,832
Italy,Maize,2011,98033,13.46,70690.0,832
Italy,Potatoes,2011,249158,8.68,70690.0,832
Italy,Potatoes,2011,249158,13.46,70690.0,832
Italy,"Rice, paddy",2011,60452,8.68,70690.0,832
Italy,"Rice, paddy",2011,60452,13.46,70690.0,832
Italy,Sorghum,2011,70972,8.68,70690.0,832
Italy,Sorghum,2011,70972,13.46,70690.0,832
Italy,Soybeans,2011,34024,8.68,70690.0,832
Italy,Soybeans,2011,34024,13.46,70690.0,832
Italy,Sweet potatoes,2011,207114,8.68,70690.0,832
Italy,Sweet potatoes,2011,207114,13.46,70690.0,832
Italy,Wheat,2011,38335,8.68,70690.0,832
Italy,Wheat,2011,38335,13.46,70690.0,832
Italy,Maize,2012,80325,8.05,61889.0,832
Italy,Maize,2012,80325,13.45,61889.0,832
Italy,Potatoes,2012,254511,8.05,61889.0,832
Italy,Potatoes,2012,254511,13.45,61889.0,832
Italy,"Rice, paddy",2012,68133,8.05,61889.0,832
Italy,"Rice, paddy",2012,68133,13.45,61889.0,832
Italy,Sorghum,2012,41979,8.05,61889.0,832
Italy,Sorghum,2012,41979,13.45,61889.0,832
Italy,Soybeans,2012,27591,8.05,61889.0,832
Italy,Soybeans,2012,27591,13.45,61889.0,832
Italy,Sweet potatoes,2012,195236,8.05,61889.0,832
Italy,Sweet potatoes,2012,195236,13.45,61889.0,832
Italy,Wheat,2012,41293,8.05,61889.0,832
Italy,Wheat,2012,41293,13.45,61889.0,832
Italy,Maize,2013,86989,8.04,55633.0,832
Italy,Maize,2013,86989,13.6,55633.0,832
Italy,Potatoes,2013,252483,8.04,55633.0,832
Italy,Potatoes,2013,252483,13.6,55633.0,832
Italy,"Rice, paddy",2013,66342,8.04,55633.0,832
Italy,"Rice, paddy",2013,66342,13.6,55633.0,832
Italy,Sorghum,2013,62061,8.04,55633.0,832
Italy,Sorghum,2013,62061,13.6,55633.0,832
Italy,Soybeans,2013,33906,8.04,55633.0,832
Italy,Soybeans,2013,33906,13.6,55633.0,832
Italy,Sweet potatoes,2013,227753,8.04,55633.0,832
Italy,Sweet potatoes,2013,227753,13.6,55633.0,832
Italy,Wheat,2013,38441,8.04,55633.0,832
Italy,Wheat,2013,38441,13.6,55633.0,832
Jamaica,Cassava,1990,119102,27.28,1415.65,2051
Jamaica,Maize,1990,10588,27.28,1415.65,2051
Jamaica,Plantains and others,1990,138727,27.28,1415.65,2051
Jamaica,Potatoes,1990,122818,27.28,1415.65,2051
Jamaica,"Rice, paddy",1990,23656,27.28,1415.65,2051
Jamaica,Sweet potatoes,1990,112543,27.28,1415.65,2051
Jamaica,Yams,1990,130749,27.28,1415.65,2051
Jamaica,Cassava,1991,120268,27.24,1415.65,2051
Jamaica,Maize,1991,11667,27.24,1415.65,2051
Jamaica,Plantains and others,1991,135699,27.24,1415.65,2051
Jamaica,Potatoes,1991,91380,27.24,1415.65,2051
Jamaica,"Rice, paddy",1991,27019,27.24,1415.65,2051
Jamaica,Sweet potatoes,1991,108643,27.24,1415.65,2051
Jamaica,Yams,1991,133724,27.24,1415.65,2051
Jamaica,Cassava,1992,151186,27.25,1415.65,2051
Jamaica,Maize,1992,14225,27.25,1415.65,2051
Jamaica,Plantains and others,1992,155229,27.25,1415.65,2051
Jamaica,Potatoes,1992,111138,27.25,1415.65,2051
Jamaica,"Rice, paddy",1992,23981,27.25,1415.65,2051
Jamaica,Sweet potatoes,1992,134109,27.25,1415.65,2051
Jamaica,Yams,1992,153341,27.25,1415.65,2051
Jamaica,Cassava,1993,186649,27.02,1415.65,2051
Jamaica,Maize,1993,15115,27.02,1415.65,2051
Jamaica,Plantains and others,1993,171181,27.02,1415.65,2051
Jamaica,Potatoes,1993,119399,27.02,1415.65,2051
Jamaica,"Rice, paddy",1993,31279,27.02,1415.65,2051
Jamaica,Sweet potatoes,1993,153282,27.02,1415.65,2051
Jamaica,Yams,1993,160573,27.02,1415.65,2051
Jamaica,Cassava,1994,195385,27.48,1415.65,2051
Jamaica,Maize,1994,13594,27.48,1415.65,2051
Jamaica,Plantains and others,1994,170149,27.48,1415.65,2051
Jamaica,Potatoes,1994,143052,27.48,1415.65,2051
Jamaica,"Rice, paddy",1994,29080,27.48,1415.65,2051
Jamaica,Sweet potatoes,1994,150512,27.48,1415.65,2051
Jamaica,Yams,1994,160831,27.48,1415.65,2051
Jamaica,Cassava,1995,205018,27.4,1445.12,2051
Jamaica,Maize,1995,13375,27.4,1445.12,2051
Jamaica,Plantains and others,1995,171784,27.4,1445.12,2051
Jamaica,Potatoes,1995,144129,27.4,1445.12,2051
Jamaica,"Rice, paddy",1995,24308,27.4,1445.12,2051
Jamaica,Sweet potatoes,1995,153491,27.4,1445.12,2051
Jamaica,Yams,1995,168033,27.4,1445.12,2051
Jamaica,Cassava,1996,208699,26.98,1573.58,2051
Jamaica,Maize,1996,13741,26.98,1573.58,2051
Jamaica,Plantains and others,1996,166573,26.98,1573.58,2051
Jamaica,Potatoes,1996,146076,26.98,1573.58,2051
Jamaica,"Rice, paddy",1996,14286,26.98,1573.58,2051
Jamaica,Sweet potatoes,1996,164446,26.98,1573.58,2051
Jamaica,Yams,1996,169038,26.98,1573.58,2051
Jamaica,Cassava,1997,188884,27.8,909.71,2051
Jamaica,Maize,1997,11568,27.8,909.71,2051
Jamaica,Plantains and others,1997,161101,27.8,909.71,2051
Jamaica,Potatoes,1997,147392,27.8,909.71,2051
Jamaica,"Rice, paddy",1997,16111,27.8,909.71,2051
Jamaica,Sweet potatoes,1997,152379,27.8,909.71,2051
Jamaica,Yams,1997,158136,27.8,909.71,2051
